,f1_test_svm,f1_test_tm,f1_train_svm,f1_train_tm,topic_num
0,0.6244580282707521,0.44494445045505293,0.6252743005348865,0.4444718454377259,10.0
1,0.6791578535780185,0.5160465098584337,0.6505752820914673,0.5520244898661796,25.0
2,0.7486690086171572,0.7018117960313172,0.7814952681370289,0.6981934505205223,40.0
3,0.8200161055572774,0.706984800433857,0.8318463802365246,0.7272023614648481,55.0
4,0.8177621196000173,0.6588163173611641,0.8514088524975196,0.7052893772190862,70.0
5,0.8262021508201156,0.6529639923857413,0.8469077134473454,0.708336240666603,85.0
6,0.8095023404714199,0.7066678444681884,0.8763315025394973,0.746890308929977,100.0
7,0.7819213295279996,0.6644417446935056,0.8326677701580981,0.7188734204969023,115.0
8,0.7564119785030452,0.598674575388318,0.8257016726831277,0.6845011320545065,130.0
9,0.671476544219125,0.5778917989855035,0.7474135741261988,0.6518389399835856,145.0
10,0.7013245096888213,0.6001240689617443,0.7349766077652904,0.6311717695993979,160.0
11,0.6358956959007209,0.6197292311682043,0.6814483702922602,0.6270261301052757,175.0
12,0.6082557794723316,0.5500319179333955,0.6801370949110421,0.5895558894708519,190.0
13,0.576470494539743,0.5220896352288942,0.6368268593548158,0.5279507884798116,205.0
14,0.7059022033981839,0.626889248470816,0.749764799813607,0.6443261774426092,220.0
15,0.578791152065963,0.5900922604709682,0.6290064205431436,0.6167203296959904,235.0
