,f1_test_svm,f1_test_tm,f1_train_svm,f1_train_tm,topic_num
0,0.11560382268760144,0.06616914208055594,0.13592398655032892,0.0583334531322011,10.0
1,0.16536347899375686,0.11434447928978321,0.1948057676439194,0.12903429494584442,25.0
2,0.22790038170061305,0.1634107050729089,0.24755986677442238,0.18137179103054188,40.0
3,0.2536936194209961,0.16425777734573843,0.288058681916621,0.18852364905744454,55.0
4,0.25584472150771886,0.1836459071638388,0.3047284559129824,0.20886990216420104,70.0
5,0.31455997380807293,0.20569279518887512,0.3416288837579054,0.2208764105836916,85.0
6,0.29620672845229357,0.22236579135157383,0.36285038123261626,0.23395641139778128,100.0
7,0.3307166656663521,0.1901459891399524,0.40083098258349964,0.22690627135117578,115.0
8,0.3676225067973044,0.28689260696682667,0.4366792027339208,0.29200686845040075,130.0
9,0.30584660947087694,0.24488047545317818,0.37495819719053586,0.27080193691691407,145.0
10,0.3006781767497484,0.20258344700729547,0.32784909580846444,0.21352840357256753,160.0
11,0.25636870776598325,0.21388980566111793,0.3127083942657235,0.23482221584992702,175.0
12,0.2633078637747365,0.20224906236869392,0.3031572200806806,0.22054583749411022,190.0
13,0.20420819998108705,0.20510971914339654,0.26017812075314894,0.23569194831163845,205.0
14,0.18945554412764712,0.19267978575351094,0.23095755000507198,0.2259118463254855,220.0
15,0.17319732319195869,0.22175932002369117,0.21864097009270872,0.24605317137644256,235.0
