,f1_test_svm,f1_test_tm,f1_train_svm,f1_train_tm,label,ngrams,text
0,0.7460776383639851,0.5827710079616029,0.7742484125427511,0.6262546383661911,0.5,0.5,0.5
1,0.7419874767533934,0.5875326910571943,0.7661143360667422,0.6278377167805349,0.5,1.0,0.5
2,0.7333886149750916,0.5659828068802124,0.7796641125621049,0.6157146933302713,0.5,2.0,0.5
3,0.7591130289143156,0.6154804744133127,0.7806517906404631,0.632236258812225,0.5,3.0,0.5
4,0.7610837059379552,0.6295380697142103,0.7791210294296186,0.6401128025657089,0.5,5.0,0.5
5,0.7678939994252538,0.6468805919539622,0.7812098571761135,0.6660872853921231,0.5,10.0,0.5
6,0.7543817664705852,0.5986133145534707,0.790576717233279,0.6416218858985032,1.0,0.5,0.5
7,0.7361843794902514,0.5966053208516022,0.7696180914178011,0.6337720020134735,1.0,1.0,0.5
8,0.7598628760650268,0.5826623656048695,0.786387751162493,0.642064373757731,1.0,2.0,0.5
9,0.7699461954649481,0.612701936784886,0.798574958470393,0.6401791332157791,1.0,3.0,0.5
10,0.7798102305887068,0.642110497527531,0.7968643223857137,0.6399785538095659,1.0,5.0,0.5
11,0.7548011850487032,0.6267581731670491,0.7868435420636715,0.6498041426529039,1.0,10.0,0.5
12,0.7524000263904235,0.6175677818270636,0.8089867463934131,0.664741754709536,2.0,0.5,0.5
13,0.7705173616102968,0.6085315414097192,0.8033834750992492,0.6659546418620775,2.0,1.0,0.5
14,0.7354445780091505,0.6268484900379139,0.8075849551406165,0.6765604362212431,2.0,2.0,0.5
15,0.7657734908313077,0.6086918787283998,0.8064579865103698,0.6763940513621696,2.0,3.0,0.5
16,0.7545956673404478,0.6104136106293565,0.7909190634440252,0.6636051711542994,2.0,5.0,0.5
17,0.7301709707234534,0.6227811742835216,0.7529031271050602,0.6438283325465102,2.0,10.0,0.5
18,0.7926071210448041,0.6512106499319561,0.8233015999080153,0.6925784818085328,3.0,0.5,0.5
19,0.7808155798014114,0.6652734493844472,0.8202019184782556,0.7008468194526455,3.0,1.0,0.5
20,0.7835254748411349,0.6511043516962918,0.8253073912463212,0.6753184442470033,3.0,2.0,0.5
21,0.7574250962327415,0.6574201930390585,0.8203228897599193,0.6750634268005706,3.0,3.0,0.5
22,0.7423026870115931,0.6376854649067498,0.7633527999263021,0.6761584582772098,3.0,5.0,0.5
23,0.6994523897886753,0.6439829416337676,0.7692926621229197,0.6715343023168219,3.0,10.0,0.5
24,0.8393078864282091,0.7225796151727677,0.8614888734985633,0.7434302135825654,5.0,0.5,0.5
25,0.8447116579644527,0.7226725483525809,0.8612460033290608,0.7385771085419487,5.0,1.0,0.5
26,0.8177500707015316,0.7078754984377861,0.8572732412643091,0.7364722011442748,5.0,2.0,0.5
27,0.798096567715719,0.6963859688738818,0.8528478003062695,0.7187350143694379,5.0,3.0,0.5
28,0.7791883258890626,0.6871616000117884,0.8320094501658943,0.7123608694737782,5.0,5.0,0.5
29,0.8073067905577447,0.726599957249357,0.8498476986359937,0.7307080413040163,5.0,10.0,0.5
30,0.8387330358505958,0.7382253608629186,0.8779565520859125,0.78733538256135,10.0,0.5,0.5
31,0.8506535181723509,0.7464723528006298,0.8771962245453253,0.7893619556686704,10.0,1.0,0.5
32,0.8286207464501356,0.7612778662625073,0.880347985907407,0.7828084461582037,10.0,2.0,0.5
33,0.8470220853941501,0.7634040294371165,0.8746225518625315,0.7905022843588354,10.0,3.0,0.5
34,0.8484464856359426,0.7385509288197584,0.8756261912081446,0.7641797177090682,10.0,5.0,0.5
35,0.853745848433777,0.7476841545450941,0.8693574595378042,0.775195225665896,10.0,10.0,0.5
36,0.8074229715318857,0.6503147451492262,0.8017771795018362,0.6544746637098025,0.5,0.5,1.0
37,0.8137256158081932,0.64186410740329,0.8120130693753307,0.6529586527891552,0.5,1.0,1.0
38,0.7889474769733598,0.5964781674400347,0.8120121776145979,0.6411801996166611,0.5,2.0,1.0
39,0.7589024729755622,0.5898506508613333,0.8072707768938312,0.6392252127253839,0.5,3.0,1.0
40,0.7856938305510681,0.5765142504573217,0.8036210083443648,0.6204057930974061,0.5,5.0,1.0
41,0.7775077188438518,0.6070816050125367,0.8117919986719075,0.6451362246965651,0.5,10.0,1.0
42,0.8285728253588531,0.6634716974834654,0.8311734883713676,0.6695983653307759,1.0,0.5,1.0
43,0.8238355386213508,0.6622143273621814,0.8386821504919425,0.6653577953383321,1.0,1.0,1.0
44,0.7751351519433031,0.608357051016095,0.8269859801296404,0.6533194778154827,1.0,2.0,1.0
45,0.7516839398205108,0.6045084215399157,0.8227052755207763,0.6510126783092315,1.0,3.0,1.0
46,0.7557668825823525,0.5718189167307228,0.8078923312638243,0.62503692835042,1.0,5.0,1.0
47,0.7885832710542873,0.6132260395132982,0.8080124017542828,0.6430903880627881,1.0,10.0,1.0
48,0.8214446734666385,0.7037464930856953,0.8332495553189239,0.6954507067452946,2.0,0.5,1.0
49,0.8101174781997909,0.6591212933166937,0.8283416876314326,0.6880914936231124,2.0,1.0,1.0
50,0.779966123364445,0.6333667421305718,0.8170286658729133,0.6796581476274466,2.0,2.0,1.0
51,0.7623442497151118,0.6407626458721589,0.8205404631098275,0.6776243700393354,2.0,3.0,1.0
52,0.7807525379354344,0.6174316641480132,0.8184188564081725,0.6521004472821025,2.0,5.0,1.0
53,0.7596404953998771,0.6137590561874945,0.815428110095659,0.6638981716346676,2.0,10.0,1.0
54,0.7999893642645476,0.6770751931234427,0.8228777597862031,0.6996524197144569,3.0,0.5,1.0
55,0.8006742478379862,0.6729871663564952,0.8200108596159114,0.6961445156120158,3.0,1.0,1.0
56,0.8029363848876403,0.660766515383097,0.8116575641062376,0.6966148414724075,3.0,2.0,1.0
57,0.7955387547758053,0.659713947282899,0.8179839006615401,0.6896019018927282,3.0,3.0,1.0
58,0.7816872295268582,0.6321893364495672,0.8172454188826727,0.669801867024675,3.0,5.0,1.0
59,0.7765964148095484,0.6246603342971822,0.8300029357819377,0.6682570689780396,3.0,10.0,1.0
60,0.8200748269718738,0.7031703173480273,0.8315105057775718,0.7244260477757601,5.0,0.5,1.0
61,0.8200161055572774,0.706984800433857,0.8318463802365246,0.7272023614648481,5.0,1.0,1.0
62,0.8030898831784313,0.6878885728469468,0.8347954479777498,0.7215750493322929,5.0,2.0,1.0
63,0.8173603365023019,0.6927192301344831,0.8366609598240706,0.7170077277345019,5.0,3.0,1.0
64,0.7959271522446388,0.6384577010929924,0.8255698257641408,0.6879461568317604,5.0,5.0,1.0
65,0.8047960577391635,0.6352074601184876,0.835247526532128,0.6945384625810846,5.0,10.0,1.0
66,0.8649237661670132,0.7711887168301712,0.8772739129825944,0.7611286172874856,10.0,0.5,1.0
67,0.8673097837329979,0.7689540919465978,0.8818215427307123,0.761496597599167,10.0,1.0,1.0
68,0.86704705719106,0.7546545464551101,0.8850761676155658,0.7578986416162224,10.0,2.0,1.0
69,0.8598554558976306,0.813458945949237,0.8858398225169855,0.8003635644565739,10.0,3.0,1.0
70,0.8509157383815893,0.788670205868025,0.8899631122946294,0.7941356683609525,10.0,5.0,1.0
71,0.841899546831617,0.7164770720672599,0.8877194615196141,0.7491166069957316,10.0,10.0,1.0
72,0.7945424117999196,0.6794008940827235,0.808469512679904,0.6681481020432649,0.5,0.5,2.0
73,0.7983710897834424,0.677159737374551,0.7978232514207471,0.6665667662371562,0.5,1.0,2.0
74,0.8132668613919114,0.675862466983553,0.7999786255341512,0.6673953130629012,0.5,2.0,2.0
75,0.8096579599238104,0.6644708422134076,0.8010046869413898,0.657735509041254,0.5,3.0,2.0
76,0.7783207375019294,0.6103491479776358,0.780509872665449,0.6269097711574995,0.5,5.0,2.0
77,0.7280679406957368,0.6350686016099172,0.7852319066160963,0.6462015780964969,0.5,10.0,2.0
78,0.7964600829073202,0.6856789482688683,0.8040828967383753,0.6730559665862448,1.0,0.5,2.0
79,0.7929703882358874,0.6847798562346322,0.8074846353595321,0.6729105707898864,1.0,1.0,2.0
80,0.8106142192264935,0.6761503920117122,0.8097610557924934,0.6667865678930036,1.0,2.0,2.0
81,0.8092973636353602,0.6629549947083899,0.8156684122373821,0.6550344095709532,1.0,3.0,2.0
