,f1_test_svm,f1_test_tm,f1_train_svm,f1_train_tm,label,ngrams,text
0,0.07804690129400141,0.14563339460472888,0.09079834030106301,0.16158486930630767,0.5,0.5,0.5
1,0.08860338323561986,0.1461090542446526,0.09924527013050131,0.16706666311752974,0.5,1.0,0.5
2,0.08298234128859072,0.1479091006279272,0.09344009104318603,0.16050758796311243,0.5,2.0,0.5
3,0.08556462676337327,0.1542877044987024,0.09825055360142507,0.17703238872002808,0.5,3.0,0.5
4,0.10437655243419112,0.16159385778848637,0.11639096770102524,0.18416801554842935,0.5,5.0,0.5
5,0.10841944315816451,0.15675843222158742,0.11850585947291081,0.18954440655419605,0.5,10.0,0.5
6,0.0816376569108544,0.14903622757953944,0.08816369205550191,0.16501708108272942,1.0,0.5,0.5
7,0.0815605055123737,0.15069181813331858,0.0920669336889157,0.165852053802224,1.0,1.0,0.5
8,0.08634435991932769,0.15320349547486165,0.09298718707963075,0.16491087597879014,1.0,2.0,0.5
9,0.08566905371579957,0.15365522589869549,0.10170254816765237,0.17459442972097444,1.0,3.0,0.5
10,0.1053786631138138,0.1653205386447457,0.11775221527777256,0.18774375822761,1.0,5.0,0.5
11,0.11208278382129834,0.1631872415201208,0.12263177133020134,0.19554757418412744,1.0,10.0,0.5
12,0.08870301011639593,0.15384899330332558,0.0986817741098446,0.17656216699216304,2.0,0.5,0.5
13,0.08909524251385957,0.15932372992488328,0.09723659684037358,0.18161928150717752,2.0,1.0,0.5
14,0.07933503197948265,0.1491470476278698,0.09321022563161677,0.17114223987117158,2.0,2.0,0.5
15,0.08451779745269444,0.15752860601941987,0.10135599619098414,0.18066884697715094,2.0,3.0,0.5
16,0.10036643558275356,0.1598886710996783,0.10981214748760257,0.18383726291428876,2.0,5.0,0.5
17,0.12784992794142747,0.1662782427519525,0.13950406024160708,0.19197608568663227,2.0,10.0,0.5
18,0.085823811691407,0.15614475456193844,0.09593975601473624,0.18142965067549038,3.0,0.5,0.5
